"indic_ur,cities\time","2019 ","2018 ","2017 ","2016 ","2015 ","2014 ","2013 ","2012 ","2011 ","2010 ","2009 ","2008 ","2007 ","2006 ","2005 ","2004 ","2003 ","2002 ","2001 ","2000 ","1999 ","1998 ","1997 ","1996 ","1995 ","1994 ","1993 ","1992 ","1991 ","1990 "
"EN2029I,ES004L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES005L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES006L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES007L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES008L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES009L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES010L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES011L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES012L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES013L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES014L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES015L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES016L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES017L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES018L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES019L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES020L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES021L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES022L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES023L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES025L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES026L2",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES028L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES501L3",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES505L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES506L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES508L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES510L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES514L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES515L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES516L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES519L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES520L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES521L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES522L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES523L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES525L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES527L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES528L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES529L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES532L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,ES533L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",: e,: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR001L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR003L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR004L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR006L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR007L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR008L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR009L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR010L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR011L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR012L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR013L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR014L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR016L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR017L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR018L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR019L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR020L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR021L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR022L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR023L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR024L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR025L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR026L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR027L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR028L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR030L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR032L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR034L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR035L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR036L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR037L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR038L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR039L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR040L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR042L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR043L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR044L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR045L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR046L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR048L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR049L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR050L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR051L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR052L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR053L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR056L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR057L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR058L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR059L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR060L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR061L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR062L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR063L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR064L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR065L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR066L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR067L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR068L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR069L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR073L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR074L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR076L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR077L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR079L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR082L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR086L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR090L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR093L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR096L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR099L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR104L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR203L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR205L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR207L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR208L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR209L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR214L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR215L2",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR304L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR324L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR505L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR506L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,FR519L1",": ",": ",": ",": ",": ",": ",": ",": ",": ",: b,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,HU",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",: e,: e,: e,": ",: e,": ",": ",: e,": "
"EN2029I,IE",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",: ep,: e,": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,IE001L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,IE002L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,IE003L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,IE004L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,IE005L1",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN2029I,IT",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",: e,": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
